Sentence #,Word,NER Label,,
,,,,
Sentence: 9,Coordinator,I-Designation,,
,,,,
Sentence: 10,plans,B-Responsibilities,,
,,,,
Sentence: 11,and,O,,
,,,,
Sentence: 12,manages,I-Responsibilities,,
,,,,
Sentence: 13,art,I-Responsibilities,,
,,,,
Sentence: 14,education,I-Responsibilities,,
,,,,
Sentence: 15,programs,I-Responsibilities,,
,,,,
Sentence: 16,curriculum,I-Responsibilities,,
,,,,
Sentence: 17,development,I-Responsibilities,,
,,,,
Sentence: 18,and,O,,
,,,,
Sentence: 19,educational,I-Responsibilities,,
,,,,
Sentence: 20,outreach,I-Responsibilities,,
,,,,
Sentence: 21,to,O,,
,,,,
Sentence: 22,promote,B-Responsibilities,,
,,,,
Sentence: 23,art,O,,
,,,,
Sentence: 24,appreciation,O,,
,,,,
Sentence: 25,and,O,,
,,,,
Sentence: 26,learning,O,,
,,,,
Sentence: 27,within,O,,
,,,,
Sentence: 28,communities,O,,
,,,,
Sentence: 1,UX/UI,B-Designation,,
,,,,
Sentence: 2,Designer,I-Designation,,
,,,,
Sentence: 3,User,B-Designation,,
,,,,
Sentence: 4,Interface,I-Designation,,
,,,,
Sentence: 5,Designer,I-Designation,,
,,,,
Sentence: 6,User,B-Designation,,
,,,,
Sentence: 7,Interface,I-Designation,,
,,,,
Sentence: 8,Designers,I-Designation,,
,,,,
Sentence: 9,focus,B-Responsibilities,,
,,,,
Sentence: 10,on,O,,
,,,,
Sentence: 11,the,O,,
,,,,
Sentence: 12,visual,B-Skills,,
,,,,
Sentence: 13,and,O,,
,,,,
Sentence: 14,interactive,I-Skills,,
,,,,
Sentence: 15,aspects,I-Skills,,
,,,,
Sentence: 16,of,O,,
,,,,
Sentence: 17,digital,B-Skills,,
,,,,
Sentence: 18,interfaces,I-Skills,,
,,,,
Sentence: 19,They,O,,
,,,,
Sentence: 20,design,B-Responsibilities,,
,,,,
Sentence: 21,layouts,I-Responsibilities,,
,,,,
Sentence: 22,buttons,I-Responsibilities,,
,,,,
Sentence: 23,and,O,,
,,,,
Sentence: 24,other,I-Responsibilities,,
,,,,
Sentence: 25,elements,I-Responsibilities,,
,,,,
Sentence: 26,to,O,,
,,,,
Sentence: 27,ensure,B-Skills,,
,,,,
Sentence: 28,a,O,,
,,,,
Sentence: 29,cohesive,B-Quality,,
,,,,
Sentence: 30,and,O,,
,,,,
Sentence: 31,visually,I-Quality,,
,,,,
Sentence: 32,appealing,I-Quality,,
,,,,
Sentence: 33,user,B-Responsibilities,,
,,,,
Sentence: 34,interface,I-Responsibilities,,
,,,,
Sentence: 1,Social,B-Designation,,
,,,,
Sentence: 2,Media,I-Designation,,
,,,,
Sentence: 3,Coordinator,I-Designation,,
,,,,
Sentence: 4,Content,B-Designation,,
,,,,
Sentence: 5,Creator,I-Designation,,
,,,,
Sentence: 6,Create,B-Responsibilities,,
,,,,
Sentence: 7,engaging,I-Skills,,
,,,,
Sentence: 8,and,O,,
,,,,
Sentence: 9,relevant,I-Skills,,
,,,,
Sentence: 10,content,I-Responsibilities,,
,,,,
Sentence: 11,such,I-Responsibilities,,
,,,,
Sentence: 12,as,O,,
,,,,
Sentence: 13,articles,I-Responsibilities,,
,,,,
Sentence: 14,videos,I-Responsibilities,,
,,,,
Sentence: 15,or,O,,
,,,,
Sentence: 16,social,B-Responsibilities,,
,,,,
Sentence: 17,media,I-Responsibilities,,
,,,,
Sentence: 18,posts,I-Responsibilities,,
,,,,
Sentence: 19,to,O,,
,,,,
Sentence: 20,promote,B-Responsibilities,,
,,,,
Sentence: 21,brands,O,,
,,,,
Sentence: 22,or,O,,
,,,,
Sentence: 23,products,O,,
,,,,
Sentence: 1,Tax,B-Designation,,
,,,,
Sentence: 2,Consultant,I-Designation,,
,,,,
Sentence: 3,Business,B-Designation,,
,,,,
Sentence: 4,Tax,I-Designation,,
,,,,
Sentence: 5,Consultant,I-Designation,,
,,,,
Sentence: 6,A,O,,
,,,,
Sentence: 7,Business,B-Designation,,
,,,,
Sentence: 8,Tax,I-Designation,,
,,,,
Sentence: 9,Consultant,I-Designation,,
,,,,
Sentence: 10,specializes,B-Skills,,
,,,,
Sentence: 11,in,O,,
,,,,
Sentence: 12,tax,B-Skills,,
,,,,
Sentence: 13,planning,I-Skills,,
,,,,
Sentence: 14,and,O,,
,,,,
Sentence: 15,compliance,I-Skills,,
,,,,
Sentence: 16,for,O,,
,,,,
Sentence: 17,businesses,O,,
,,,,
Sentence: 18,They,O,,
,,,,
Sentence: 19,assist,B-Responsibilities,,
,,,,
Sentence: 20,with,O,,
,,,,
Sentence: 21,tax,B-Skills,,
,,,,
Sentence: 22,strategy,I-Skills,,
,,,,
Sentence: 23,filings,I-Skills,,
,,,,
Sentence: 24,and,O,,
,,,,
Sentence: 25,help,B-Responsibilities,,
,,,,
Sentence: 26,organizations,O,,
,,,,
Sentence: 27,minimize,I-Skills,,
,,,,
Sentence: 28,tax,I-Skills,,
,,,,
Sentence: 29,liabilities,I-Skills,,
,,,,
Sentence: 1,Electrical,B-Designation,,
,,,,
Sentence: 2,Designer,I-Designation,,
,,,,
Sentence: 3,Electrical,B-Designation,,
,,,,
Sentence: 4,Engineer,I-Designation,,
,,,,
Sentence: 5,Electrical,B-Designation,,
,,,,
Sentence: 6,Engineers,I-Designation,,
,,,,
Sentence: 7,design,B-Responsibilities,,
,,,,
Sentence: 8,and,O,,
,,,,
Sentence: 9,develop,I-Responsibilities,,
,,,,
Sentence: 10,electrical,B-Skills,,
,,,,
Sentence: 11,systems,I-Skills,,
,,,,
Sentence: 12,and,O,,
,,,,
Sentence: 13,devices,I-Skills,,
,,,,
Sentence: 14,They,O,,
,,,,
Sentence: 15,work,B-Responsibilities,,
,,,,
Sentence: 16,on,O,,
,,,,
Sentence: 17,projects,B-Skills,,
,,,,
Sentence: 18,such,O,,
,,,,
Sentence: 19,as,O,,
,,,,
Sentence: 20,power,B-Skills,,
,,,,
Sentence: 21,generation,I-Skills,,
,,,,
Sentence: 22,electronics,I-Skills,,
,,,,
Sentence: 23,and,O,,
,,,,
Sentence: 24,control,I-Skills,,
,,,,
Sentence: 25,systems,I-Skills,,
,,,,
Sentence: 26,for,O,,
,,,,
Sentence: 27,various,O,,
,,,,
Sentence: 28,industries,O,,
,,,,
Sentence: 1,UX,B-Designation,,
,,,,
Sentence: 2,Researcher,I-Designation,,
,,,,
Sentence: 3,User,B-Designation,,
,,,,
Sentence: 4,Researcher,I-Designation,,
,,,,
Sentence: 5,Conduct,B-Responsibilities,,
,,,,
Sentence: 6,user,B-Skills,,
,,,,
Sentence: 7,research,I-Skills,,
,,,,
Sentence: 8,to,O,,
,,,,
Sentence: 9,understand,I-Responsibilities,,
,,,,
Sentence: 10,customer,O,,
,,,,
Sentence: 11,needs,O,,
,,,,
Sentence: 12,preferences,O,,
,,,,
Sentence: 13,and,O,,
,,,,
Sentence: 14,behaviors,O,,
,,,,
Sentence: 15,to,O,,
,,,,
Sentence: 16,inform,B-Responsibilities,,
,,,,
Sentence: 17,product,I-Responsibilities,,
,,,,
Sentence: 18,development,I-Responsibilities,,
,,,,
Sentence: 1,Psychologist,B-Designation,,
,,,,
Sentence: 2,Clinical,B-Designation,,
,,,,
Sentence: 3,Psychologist,I-Designation,,
,,,,
Sentence: 4,Clinical,B-Designation,,
,,,,
Sentence: 5,Psychologists,I-Designation,,
,,,,
Sentence: 6,diagnose,B-Responsibilities,,
,,,,
Sentence: 7,and,O,,
,,,,
Sentence: 8,treat,B-Responsibilities,,
,,,,
Sentence: 9,mental,B-Skills,,
,,,,
Sentence: 10,health,I-Skills,,
,,,,
Sentence: 11,disorders,I-Skills,,
,,,,
Sentence: 12,They,O,,
,,,,
Sentence: 13,conduct,B-Responsibilities,,
,,,,
Sentence: 14,therapy,I-Responsibilities,,
,,,,
Sentence: 15,sessions,I-Responsibilities,,
,,,,
Sentence: 16,assessments,I-Responsibilities,,
,,,,
Sentence: 17,and,O,,
,,,,
Sentence: 18,research,I-Responsibilities,,
,,,,
Sentence: 19,to,O,,
,,,,
Sentence: 20,improve,O,,
,,,,
Sentence: 21,patients,O,,
,,,,
Sentence: 22,well-being,O,,
,,,,
Sentence: 1,Software,B-Designation,,
,,,,
Sentence: 2,Engineer,I-Designation,,
,,,,
Sentence: 3,Backend,B-Designation,,
,,,,
Sentence: 4,Developer,I-Designation,,
,,,,
Sentence: 5,A,O,,
,,,,
Sentence: 6,Backend,B-Designation,,
,,,,
Sentence: 7,Developer,I-Designation,,
,,,,
Sentence: 8,is,O,,
,,,,
Sentence: 9,tasked,B-Responsibilities,,
,,,,
Sentence: 10,with,O,,
,,,,
Sentence: 11,building,B-Responsibilities,,
,,,,
Sentence: 12,and,O,,
,,,,
Sentence: 13,maintaining,I-Responsibilities,,
,,,,
Sentence: 14,the,O,,
,,,,
Sentence: 15,server-side,B-Skills,,
,,,,
Sentence: 16,logic,I-Skills,,
,,,,
Sentence: 17,and,O,,
,,,,
Sentence: 18,database,I-Skills,,
,,,,
Sentence: 19,infrastructure,I-Skills,,
,,,,
Sentence: 20,of,O,,
,,,,
Sentence: 21,web,O,,
,,,,
Sentence: 22,applications,O,,
,,,,
Sentence: 23,They,O,,
,,,,
Sentence: 24,work,B-Responsibilities,,
,,,,
Sentence: 25,on,O,,
,,,,
Sentence: 26,the,O,,
,,,,
Sentence: 27,core,I-Skills,,
,,,,
Sentence: 28,functionality,I-Skills,,
,,,,
Sentence: 29,data,I-Skills,,
,,,,
Sentence: 30,storage,I-Skills,,
,,,,
Sentence: 31,and,O,,
,,,,
Sentence: 32,server,I-Skills,,
,,,,
Sentence: 33,communication,I-Skills,,
,,,,
Sentence: 34,to,O,,
,,,,
Sentence: 35,ensure,O,,
,,,,
Sentence: 36,the,O,,
,,,,
Sentence: 37,application,O,,
,,,,
Sentence: 38,runs,O,,
,,,,
Sentence: 39,smoothly,O,,
,,,,
Sentence: 40,and,O,,
,,,,
Sentence: 41,efficiently,O,,
,,,,
Sentence: 1,Physician,B-Designation,,
,,,,
Sentence: 2,Assistant,I-Designation,,
,,,,
Sentence: 3,Primary,B-Designation,,
,,,,
Sentence: 4,Care,I-Designation,,
,,,,
Sentence: 5,Physician,I-Designation,,
,,,,
Sentence: 6,Assistant,I-Designation,,
,,,,
Sentence: 7,Provide,B-Responsibilities,,
,,,,
Sentence: 8,medical,B-Skills,,
,,,,
Sentence: 9,care,I-Skills,,
,,,,
Sentence: 10,under,O,,
,,,,
Sentence: 11,the,O,,
,,,,
Sentence: 12,supervision,O,,
,,,,
Sentence: 13,of,O,,
,,,,
Sentence: 14,physicians,O,,
,,,,
Sentence: 15,conduct,B-Responsibilities,,
,,,,
Sentence: 16,examinations,I-Responsibilities,,
,,,,
Sentence: 17,diagnose,I-Responsibilities,,
,,,,
Sentence: 18,and,O,,
,,,,
Sentence: 19,treat,I-Responsibilities,,
,,,,
Sentence: 20,patients,O,,
,,,,
Sentence: 1,Financial,B-Designation,,
,,,,
Sentence: 2,Advisor,I-Designation,,
,,,,
Sentence: 3,Investment,B-Designation,,
,,,,
Sentence: 4,Advisor,I-Designation,,
,,,,
Sentence: 5,Investment,B-Designation,,
,,,,
Sentence: 6,Advisors,I-Designation,,
,,,,
Sentence: 7,offer,B-Responsibilities,,
,,,,
Sentence: 8,financial,B-Skills,,
,,,,
Sentence: 9,advice,I-Skills,,
,,,,
Sentence: 10,to,O,,
,,,,
Sentence: 11,clients,O,,
,,,,
Sentence: 12,helping,B-Responsibilities,,
,,,,
Sentence: 13,them,O,,
,,,,
Sentence: 14,make,B-Responsibilities,,
,,,,
Sentence: 15,investment,B-Skills,,
,,,,
Sentence: 16,decisions,I-Skills,,
,,,,
Sentence: 17,manage,B-Responsibilities,,
,,,,
Sentence: 18,portfolios,I-Responsibilities,,
,,,,
Sentence: 19,and,O,,
,,,,
Sentence: 20,achieve,I-Responsibilities,,
,,,,
Sentence: 21,their,O,,
,,,,
Sentence: 22,financial,B-Skills,,
,,,,
Sentence: 23,goals,I-Skills,,
,,,,
Sentence: 1,Litigation,B-Designation,,
,,,,
Sentence: 2,Attorney,I-Designation,,
,,,,
Sentence: 3,Trial,B-Designation,,
,,,,
Sentence: 4,Attorney,I-Designation,,
,,,,
Sentence: 5,Trial,B-Designation,,
,,,,
Sentence: 6,Attorneys,I-Designation,,
,,,,
Sentence: 7,represent,B-Responsibilities,,
,,,,
Sentence: 8,clients,O,,
,,,,
Sentence: 9,in,O,,
,,,,
Sentence: 10,legal,B-Responsibilities,,
,,,,
Sentence: 11,proceedings,I-Responsibilities,,
,,,,
Sentence: 12,They,O,,
,,,,
Sentence: 13,prepare,B-Responsibilities,,
,,,,
Sentence: 14,cases,I-Responsibilities,,
,,,,
Sentence: 15,conduct,B-Responsibilities,,
,,,,
Sentence: 16,trials,I-Responsibilities,,
,,,,
Sentence: 17,and,O,,
,,,,
Sentence: 18,provide,B-Responsibilities,,
,,,,
Sentence: 19,legal,B-Skills,,
,,,,
Sentence: 20,counsel,I-Skills,,
,,,,
Sentence: 21,to,O,,
,,,,
Sentence: 22,clients,O,,
,,,,
Sentence: 23,involved,O,,
,,,,
Sentence: 24,in,O,,
,,,,
Sentence: 25,civil,O,,
,,,,
Sentence: 26,or,O,,
,,,,
Sentence: 27,criminal,O,,
,,,,
Sentence: 28,litigation,O,,
,,,,
Sentence: 1,Front-End,B-Designation,,
,,,,
Sentence: 2,Developer,I-Designation,,
,,,,
Sentence: 3,Web,B-Designation,,
,,,,
Sentence: 4,Designer,I-Designation,,
,,,,
Sentence: 5,A,O,,
,,,,
Sentence: 6,Web,B-Designation,,
,,,,
Sentence: 7,Designer,I-Designation,,
,,,,
Sentence: 8,specializes,B-Skills,,
,,,,
Sentence: 9,in,O,,
,,,,
Sentence: 10,designing,B-Skills,,
,,,,
Sentence: 11,visually,B-Skills,,
,,,,
Sentence: 12,appealing,I-Skills,,
,,,,
Sentence: 13,and,O,,
,,,,
Sentence: 14,responsive,I-Skills,,
,,,,
Sentence: 15,websites,I-Skills,,
,,,,
Sentence: 16,They,O,,
,,,,
Sentence: 17,create,B-Responsibilities,,
,,,,
Sentence: 18,layouts,I-Responsibilities,,
,,,,
Sentence: 19,graphics,I-Responsibilities,,
,,,,
Sentence: 20,and,O,,
,,,,
Sentence: 21,user,B-Responsibilities,,
,,,,
Sentence: 22,interfaces,I-Responsibilities,,
,,,,
Sentence: 23,to,O,,
,,,,
Sentence: 24,enhance,B-Skills,,
,,,,
Sentence: 25,the,I-Skills,,
,,,,
Sentence: 26,online,I-Skills,,
,,,,
Sentence: 27,presence,I-Skills,,
,,,,
Sentence: 28,of,O,,
,,,,
Sentence: 29,businesses,O,,
,,,,
Sentence: 1,IT,B-Designation,,
,,,,
Sentence: 2,Support,I-Designation,,
,,,,
Sentence: 3,Specialist,I-Designation,,
,,,,
Sentence: 4,Help,B-Designation,,
,,,,
Sentence: 5,Desk,I-Designation,,
,,,,
Sentence: 6,Support,I-Designation,,
,,,,
Sentence: 7,Specialist,I-Designation,,
,,,,
Sentence: 8,Help,B-Designation,,
,,,,
Sentence: 9,Desk,I-Designation,,
,,,,
Sentence: 10,Support,I-Designation,,
,,,,
Sentence: 11,Specialists,I-Designation,,
,,,,
Sentence: 12,provide,B-Responsibilities,,
,,,,
Sentence: 13,technical,B-Skills,,
,,,,
Sentence: 14,assistance,I-Skills,,
,,,,
Sentence: 15,and,O,,
,,,,
Sentence: 16,support,I-Responsibilities,,
,,,,
Sentence: 17,to,O,,
,,,,
Sentence: 18,end-users,O,,
,,,,
Sentence: 19,resolving,B-Responsibilities,,
,,,,
Sentence: 20,IT,I-Skills,,
,,,,
Sentence: 21,issues,I-Skills,,
,,,,
Sentence: 22,and,O,,
,,,,
Sentence: 23,ensuring,B-Responsibilities,,
,,,,
Sentence: 24,smooth,B-Skills,,
,,,,
Sentence: 25,operations,I-Skills,,
,,,,
Sentence: 1,IT,B-Designation,,
,,,,
Sentence: 2,Manager,I-Designation,,
,,,,
Sentence: 3,Infrastructure,B-Designation,,
,,,,
Sentence: 4,Manager,I-Designation,,
,,,,
Sentence: 5,An,O,,
,,,,
Sentence: 6,Infrastructure,B-Designation,,
,,,,
Sentence: 7,Manager,I-Designation,,
,,,,
Sentence: 8,is,O,,
,,,,
Sentence: 9,responsible,B-Responsibilities,,
,,,,
Sentence: 10,for,O,,
,,,,
Sentence: 11,the,O,,
,,,,
Sentence: 12,operation,B-Responsibilities,,
,,,,
Sentence: 13,and,O,,
,,,,
Sentence: 14,maintenance,B-Responsibilities,,
,,,,
Sentence: 15,of,O,,
,,,,
Sentence: 16,an,O,,
,,,,
Sentence: 17,organizations,O,,
,,,,
Sentence: 18,IT,B-Skills,,
,,,,
Sentence: 19,infrastructure,I-Skills,,
,,,,
Sentence: 20,including,O,,
,,,,
Sentence: 21,servers,O,,
,,,,
Sentence: 22,networks,O,,
,,,,
Sentence: 23,and,O,,
,,,,
Sentence: 24,data,O,,
,,,,
Sentence: 25,centers,O,,
,,,,
Sentence: 1,HR,B-Designation,,
,,,,
Sentence: 2,Coordinator,I-Designation,,
,,,,
Sentence: 3,Training,B-Designation,,
,,,,
Sentence: 4,Coordinator,I-Designation,,
,,,,
Sentence: 5,Training,B-Designation,,
,,,,
Sentence: 6,Coordinators,I-Designation,,
,,,,
Sentence: 7,design,B-Responsibilities,,
,,,,
Sentence: 8,and,O,,
,,,,
Sentence: 9,implement,I-Responsibilities,,
,,,,
Sentence: 10,employee,B-Responsibilities,,
,,,,
Sentence: 11,training,I-Responsibilities,,
,,,,
Sentence: 12,programs,I-Responsibilities,,
,,,,
Sentence: 13,They,O,,
,,,,
Sentence: 14,assess,B-Skills,,
,,,,
Sentence: 15,training,I-Skills,,
,,,,
Sentence: 16,needs,I-Skills,,
,,,,
Sentence: 17,develop,I-Skills,,
,,,,
Sentence: 18,training,I-Skills,,
,,,,
Sentence: 19,materials,I-Skills,,
,,,,
Sentence: 20,and,O,,
,,,,
Sentence: 21,facilitate,I-Skills,,
,,,,
Sentence: 22,training,I-Skills,,
,,,,
Sentence: 23,sessions,I-Skills,,
,,,,
Sentence: 24,to,O,,
,,,,
Sentence: 25,enhance,O,,
,,,,
Sentence: 26,employees,O,,
,,,,
Sentence: 27,skills,O,,
,,,,
Sentence: 28,and,O,,
,,,,
Sentence: 29,knowledge,O,,
,,,,
Sentence: 1,Human,B-Designation,,
,,,,
Sentence: 2,Resources,I-Designation,,
,,,,
Sentence: 3,Manager,I-Designation,,
,,,,
Sentence: 4,Employee,B-Designation,,
,,,,
Sentence: 5,Relations,I-Designation,,
,,,,
Sentence: 6,Specialist,I-Designation,,
,,,,
Sentence: 7,Employee,B-Designation,,
,,,,
Sentence: 8,Relations,I-Designation,,
,,,,
Sentence: 9,Specialists,I-Designation,,
,,,,
Sentence: 10,focus,B-Responsibilities,,
,,,,
Sentence: 11,on,O,,
,,,,
Sentence: 12,maintaining,B-Responsibilities,,
,,,,
Sentence: 13,positive,B-Skills,,
,,,,
Sentence: 14,relationships,I-Skills,,
,,,,
Sentence: 15,between,I-Skills,,
,,,,
Sentence: 16,employees,O,,
,,,,
Sentence: 17,and,O,,
,,,,
Sentence: 18,the,O,,
,,,,
Sentence: 19,organization,O,,
,,,,
Sentence: 20,They,O,,
,,,,
Sentence: 21,address,B-Responsibilities,,
,,,,
Sentence: 22,workplace,I-Responsibilities,,
,,,,
Sentence: 23,issues,I-Responsibilities,,
,,,,
Sentence: 24,conduct,I-Responsibilities,,
,,,,
Sentence: 25,investigations,I-Responsibilities,,
,,,,
Sentence: 26,mediate,I-Responsibilities,,
,,,,
Sentence: 27,conflicts,I-Responsibilities,,
,,,,
Sentence: 28,and,O,,
,,,,
Sentence: 29,promote,I-Responsibilities,,
,,,,
Sentence: 30,a,O,,
,,,,
Sentence: 31,healthy,B-Quality,,
,,,,
Sentence: 32,and,O,,
,,,,
Sentence: 33,productive,I-Quality,,
,,,,
Sentence: 34,work,I-Quality,,
,,,,
Sentence: 35,environment,O,,
,,,,
Sentence: 1,Customer,B-Designation,,
,,,,
Sentence: 2,Support,I-Designation,,
,,,,
Sentence: 3,Specialist,I-Designation,,
,,,,
Sentence: 4,Help,B-Designation,,
,,,,
Sentence: 5,Desk,I-Designation,,
,,,,
Sentence: 6,Analyst,I-Designation,,
,,,,
Sentence: 7,Help,B-Designation,,
,,,,
Sentence: 8,Desk,I-Designation,,
,,,,
Sentence: 9,Analysts,I-Designation,,
,,,,
Sentence: 10,provide,B-Responsibilities,,
,,,,
Sentence: 11,technical,B-Skills,,
,,,,
Sentence: 12,support,I-Skills,,
,,,,
Sentence: 13,and,O,,
,,,,
Sentence: 14,assistance,I-Responsibilities,,
,,,,
Sentence: 15,to,O,,
,,,,
Sentence: 16,internal,O,,
,,,,
Sentence: 17,employees,O,,
,,,,
Sentence: 18,or,O,,
,,,,
Sentence: 19,external,O,,
,,,,
Sentence: 20,customers,O,,
,,,,
Sentence: 21,They,O,,
,,,,
Sentence: 22,troubleshoot,B-Responsibilities,,
,,,,
Sentence: 23,hardware,I-Responsibilities,,
,,,,
Sentence: 24,and,O,,
,,,,
Sentence: 25,software,I-Responsibilities,,
,,,,
Sentence: 26,issues,I-Responsibilities,,
,,,,
Sentence: 27,offer,I-Responsibilities,,
,,,,
Sentence: 28,solutions,I-Responsibilities,,
,,,,
Sentence: 29,and,O,,
,,,,
Sentence: 30,document,I-Responsibilities,,
,,,,
Sentence: 31,support,I-Responsibilities,,
,,,,
Sentence: 32,interactions,I-Responsibilities,,
,,,,
Sentence: 33,to,O,,
,,,,
Sentence: 34,maintain,I-Responsibilities,,
,,,,
Sentence: 35,a,O,,
,,,,
Sentence: 36,reliable,B-Quality,,
,,,,
Sentence: 37,IT,I-Quality,,
,,,,
Sentence: 38,environment,I-Quality,,
,,,,
Sentence: 1,Content,B-Designation,,
,,,,
Sentence: 2,Writer,I-Designation,,
,,,,
Sentence: 3,Content,B-Designation,,
,,,,
Sentence: 4,Strategist,I-Designation,,
,,,,
Sentence: 5,Content,B-Designation,,
,,,,
Sentence: 6,Strategists,I-Designation,,
,,,,
Sentence: 7,develop,B-Responsibilities,,
,,,,
Sentence: 8,and,O,,
,,,,
Sentence: 9,execute,I-Responsibilities,,
,,,,
Sentence: 10,content,B-Skills,,
,,,,
Sentence: 11,strategies,I-Skills,,
,,,,
Sentence: 12,that,O,,
,,,,
Sentence: 13,align,B-Skills,,
,,,,
Sentence: 14,with,I-Skills,,
,,,,
Sentence: 15,business,I-Skills,,
,,,,
Sentence: 16,objectives,I-Skills,,
,,,,
Sentence: 17,They,O,,
,,,,
Sentence: 18,plan,B-Responsibilities,,
,,,,
Sentence: 19,content,I-Responsibilities,,
,,,,
Sentence: 20,creation,I-Responsibilities,,
,,,,
Sentence: 21,distribution,I-Responsibilities,,
,,,,
Sentence: 22,and,O,,
,,,,
Sentence: 23,promotion,I-Responsibilities,,
,,,,
Sentence: 24,to,O,,
,,,,
Sentence: 25,engage,B-Skills,,
,,,,
Sentence: 26,audiences,I-Skills,,
,,,,
Sentence: 27,and,O,,
,,,,
Sentence: 28,drive,I-Skills,,
,,,,
Sentence: 29,brand,I-Skills,,
,,,,
Sentence: 30,growth,I-Skills,,
,,,,
Sentence: 1,Network,B-Designation,,
,,,,
Sentence: 2,Administrator,I-Designation,,
,,,,
Sentence: 3,Network,B-Designation,,
,,,,
Sentence: 4,Security,I-Designation,,
,,,,
Sentence: 5,Analyst,I-Designation,,
,,,,
Sentence: 6,Network,B-Designation,,
,,,,
Sentence: 7,Security,I-Designation,,
,,,,
Sentence: 8,Analysts,I-Designation,,
,,,,
Sentence: 9,Protect,B-Responsibilities,,
,,,,
Sentence: 10,an,O,,
,,,,
Sentence: 11,organizations,O,,
,,,,
Sentence: 12,computer,O,,
,,,,
Sentence: 13,networks,I-Responsibilities,,
,,,,
Sentence: 14,and,O,,
,,,,
Sentence: 15,systems,I-Responsibilities,,
,,,,
Sentence: 16,from,O,,
,,,,
Sentence: 17,security,B-Skills,,
,,,,
Sentence: 18,threats,I-Skills,,
,,,,
Sentence: 19,monitor,I-Responsibilities,,
,,,,
Sentence: 20,network,I-Responsibilities,,
,,,,
Sentence: 21,traffic,I-Responsibilities,,
,,,,
Sentence: 22,and,O,,
,,,,
Sentence: 23,respond,I-Responsibilities,,
,,,,
Sentence: 24,to,O,,
,,,,
Sentence: 25,incidents,I-Responsibilities,,
,,,,
Sentence: 1,Chemical,B-Designation,,
,,,,
Sentence: 2,Analyst,I-Designation,,
,,,,
Sentence: 3,Quality,B-Designation,,
,,,,
Sentence: 4,Control,I-Designation,,
,,,,
Sentence: 5,Analyst,I-Designation,,
,,,,
Sentence: 6,In,O,,
,,,,
Sentence: 7,the,O,,
,,,,
Sentence: 8,role,O,,
,,,,
Sentence: 9,of,O,,
,,,,
Sentence: 10,a,O,,
,,,,
Sentence: 11,Quality,B-Designation,,
,,,,
Sentence: 12,Control,I-Designation,,
,,,,
Sentence: 13,Analyst,I-Designation,,
,,,,
Sentence: 14,you,O,,
,,,,
Sentence: 15,will,O,,
,,,,
Sentence: 16,be,O,,
,,,,
Sentence: 17,responsible,B-Responsibilities,,
,,,,
Sentence: 18,for,O,,
,,,,
Sentence: 19,inspecting,B-Responsibilities,,
,,,,
Sentence: 20,and,O,,
,,,,
Sentence: 21,testing,I-Responsibilities,,
,,,,
Sentence: 22,products,O,,
,,,,
Sentence: 23,to,O,,
,,,,
Sentence: 24,ensure,O,,
,,,,
Sentence: 25,they,O,,
,,,,
Sentence: 26,meet,B-Skills,,
,,,,
Sentence: 27,quality,I-Skills,,
,,,,
Sentence: 28,standards,I-Skills,,
,,,,
Sentence: 1,Network,B-Designation,,
,,,,
Sentence: 2,Engineer,I-Designation,,
,,,,
Sentence: 3,Network,B-Designation,,
,,,,
Sentence: 4,Administrator,I-Designation,,
,,,,
Sentence: 5,Network,B-Designation,,
,,,,
Sentence: 6,Administrators,I-Designation,,
,,,,
Sentence: 7,manage,B-Responsibilities,,
,,,,
Sentence: 8,an,O,,
,,,,
Sentence: 9,organizations,O,,
,,,,
Sentence: 10,computer,O,,
,,,,
Sentence: 11,networks,O,,
,,,,
Sentence: 12,They,O,,
,,,,
Sentence: 13,configure,B-Responsibilities,,
,,,,
Sentence: 14,monitor,I-Responsibilities,,
,,,,
Sentence: 15,and,O,,
,,,,
Sentence: 16,maintain,I-Responsibilities,,
,,,,
Sentence: 17,network,I-Responsibilities,,
,,,,
Sentence: 18,infrastructure,I-Responsibilities,,
,,,,
Sentence: 19,ensuring,B-Skills,,
,,,,
Sentence: 20,optimal,I-Skills,,
,,,,
Sentence: 21,performance,I-Skills,,
,,,,
Sentence: 22,and,I-Skills,,
,,,,
Sentence: 23,security,I-Skills,,
Sentence: 1,Business,B-Designation,,
,,,,
Sentence: 2,Development,I-Designation,,
,,,,
Sentence: 3,Manager,I-Designation,,
,,,,
Sentence: 4,Market,B-Designation,,
,,,,
Sentence: 5,Expansion,I-Designation,,
,,,,
Sentence: 6,Manager,I-Designation,,
,,,,
Sentence: 7,A,O,,
,,,,
Sentence: 8,Market,B-Designation,,
,,,,
Sentence: 9,Expansion,I-Designation,,
,,,,
Sentence: 10,Manager,I-Designation,,
,,,,
Sentence: 11,strategizes,B-Responsibilities,,
,,,,
Sentence: 12,and,O,,
,,,,
Sentence: 13,executes,I-Responsibilities,,
,,,,
Sentence: 14,plans,I-Responsibilities,,
,,,,
Sentence: 15,to,O,,
,,,,
Sentence: 16,expand,B-Skills,,
,,,,
Sentence: 17,the,I-Skills,,
,,,,
Sentence: 18,companys,I-Skills,,
,,,,
Sentence: 19,presence,I-Skills,,
,,,,
Sentence: 20,in,O,,
,,,,
Sentence: 21,new,O,,
,,,,
